input_str,label
🚔00🛐🙯670🛗🙍4524🙼😣🙼😣🙯3270🙵,0
🚔093883980🛗🙯🙼🙍🛐😣3510🙵🙯😣🙼,0
🚔0😣🛐🙍🛗🙯54495774🙼2931🙵🙼🙯😣,0
🚔03357🛗🙯🙼😣6469🛐🙍🙼🙼4🙵😣🙯,0
🚔🛐😣🛗🙯🙼🙍299645436🙼🙵🙯😣1314,0
🚔🙼🛗😣24671🛐2154🙯🙍🙯😣🙼1558🙵,0
🚔🛗🙍😣🙼229664310🙯🛐🙼😣🙵🙯1495,0
🚔2931🛗🙍😣🛐🙼🙯176453070🙯🙼🙵😣,0
🚔03349🙍🙼🛗😣🛐🙯2154🙼😣🙵1495🙯,0
🚔😣🙯🛗🙍🙼506632600🛐🙼🙯2075🙵😣,0
🚔0😣5705🛐🙼🙯🛗🙍9831🙯🙼🙵😣3720,0
🚔0🙯😣5163🛐1795🛗🙍🙼🙯🙼1065🙵😣,0
🚔🙯🙍24288🙼🛗😣🛐2857😣🙵🙯1433🙼,0
🚔4309🛐🛗🙍😣12438🙼🙯2548🙵🙼😣🙯,0
🚔🙼🙯🙍13956🛐😣🛗3104🙼2780🙯🙵😣,0
🚔🛐🛗19122🙼🙯5066😣🙍😣🙯🙼🙵1129,0
🚔07118🙼😣🛐🙍2598🙯🛗🙵2718🙼🙯😣,0
🚔05332🛗😣🙯🛐9102🙼🙍😣🙼2713🙯🙵,0
🚔🙯327021832🛗🙼🙍🛐😣😣1065🙵🙯🙼,0
🚔🛗🙼18103🙍🙯4304😣🛐😣4310🙼🙯🙵,0
🚔0😣🛗🙯5066🙼🙍🛐22966🙼🙯😣940🙵,0
🚔0🙯🛗🛐4856🙼🙍😣2598😣🙵🙼🙯2548,0
🚔0🙯6224🙼🛐🙍😣4304🛗😣2919🙯🙼🙵,0
🚔0🛗3365🙼🛐😣🙍2776🙯😣🙼🙯🙵3559,0
🚔🙼😣19207🙯🙍🛗🛐15072713🙵😣🙼🙯,0
🚔🙯🙍🛐🛗39630😣🙼3324😣🙯🙵🙼4790,0
🚔17645🛗🛐🙯🙍1495😣🙼😣1238🙯🙵🙼,0
🚔10086🙍😣🙼2327🛐🛗🙯🙯1314🙼😣🙵,0
🚔2996🛗🙍🛐24288🙯🙼😣🙼🙯🙵2998😣,0
🚔0🙯2121🙍🛐🛗😣🙼5774😣🙵5999🙯🙼,0
🚔04381😣🙍🙼🛐4869🛗🙯😣3365🙼🙵🙯,0
🚔0🙼🙍6659😣🛗🙯🛐8967🙵🙼😣🙯2791,0
🚔🙼25800🙍🛗😣2919🛐🙯🙵3023🙼😣🙯,0
🚔😣🛐🙯🛗5999🙼🙍28251😣🙼2791🙵🙯,0
🚔0🙼🛗4304🙍🙯😣2050🛐2998🙵🙼😣🙯,0
🚔1795🙯🛐😣🙼🙍🛗28118🙵2670🙼😣🙯,0
🚔🙍😣🛐🛗2857🙼🙯132391415🙼🙯😣🙵,0
🚔02857🛐🛗1628😣🙯🙼🙍🙯😣🙼1731🙵,0
🚔🛐🛗🙍😣10804🙯🙼27911415🙼🙵😣🙯,0
🚔0🛐3896🛗🙍🙼😣2718🙯🙼🙵2091🙯😣,0
🚔😣🙍🛗🛐🙯215433658🙼😣🙼2931🙯🙵,0
🚔03980🙯🙍😣6482🛐🛗🙼🙯🙼😣🙵2998,0
🚔08178😣🛐2996🛗🙼🙍🙯🙯2682🙵🙼😣,0
🚔0🛗🙍😣🙯2121🛐3270🙼🙼🙯2718🙵😣,0
🚔061🛗69😣🛐🛗1245🙍🙼😣🙵3980🙼🙯,0
🚔😣🛐🙍🙯337633104🙼🛗🙵😣🙼2481🙯,0
🚔08055🙯4521😣🙍🛗🙼🛐😣🙯🙼🙵1954,0
🚔0🛐😣🙍🙼🛗4205🙯5705🙼🙵🙯😣2998,0
🚔0🛗😣🙍43045163🙯🙼🛐🙵🙼🙯1959😣,0
🚔🙯20690🛐🙼🙍🛗2920😣🙼😣2091🙯🙵,0
🚔07002🙼🛗🙯1828🛐😣🙍🙵🙯🙼1507😣,0
🚔0🛗🙯2327🙼2050😣🛐🙍🙯🙵1959😣🙼,0
🚔😣🙍2996🙼🛐🛗🙯21832😣🙼🙵2481🙯,0
🚔3695🙍🛐🙯🛗😣🙼20371😣🙵🙼1899🙯,0
🚔🛗🙼🙍😣3682🛐46283🙯🙯1828🙼🙵😣,0
🚔0🙼🙯4427🛗🛐5774😣🙍🙼😣5333🙵🙯,0
🚔00🛗😣🛐🙼🙯9401502🙍🙵🙯😣🙼2998,0
🚔0🛗🙯😣1430🛐🙼1157🙍😣2713🙼🙵🙯,0
🚔0🙍2718🛗😣🛐🙯4473🙼🙵🙯🙼😣1507,0
🚔22817🛐3695🛗😣🙼🙍🙯1558🙼🙵😣🙯,0
🚔🛗33763🙼😣5066🛐🙯🙍🙯🙵2481😣🙼,0
🚔05066🙍🙯🙼🛗2776😣🛐🙼2999😣🙯🙵,0
🚔🙍🙯😣🛗3365🙼22966🛐😣🙯🙼🙵1954,0
🚔11047🛐🙼😣🙯🙍5237🛗🙼1558😣🙯🙵,0
🚔0🙼😣8956🛐🛗🙍5237🙯🙵🙼🙯😣2231,0
🚔0🛗🙍🙼4905😣2154🙯🛐2091😣🙯🙼🙵,0
🚔0🙯🛗7118🙼🙍🛐😣1899🙼😣🙵2075🙯,0
🚔11918🙼🙯5999🛗🙍🛐😣🙼1120😣🙵🙯,0
🚔0🙯🙼🙍5332🛐🛗😣2775🙼🙵🙯4761😣,0
🚔😣🙯🛐🙍🙼🛗156114304🙯🙵🙼2078😣,0
🚔🛗18103🙍🙯🛐😣5774🙼🙯🙵4790🙼😣,0
🚔1731🛐🙍🙼🙯21832😣🛗1731😣🙵🙯🙼,0
🚔24671🙼🙍🛐😣🛗🙯1899🙼1495😣🙵🙯,0
🚔22966🙍🛗5332🛐😣🙼🙯😣🙼🙵🙯4790,0
🚔10070🙍🙼😣🛗3324🛐🙯🙵🙼🙯😣1120,0
🚔22966🙯🛐🙍🙼😣1828🛗🙼🙵1065🙯😣,0
🚔0😣🙯🛗3682🙼🛐42🙼24🙯1270😣🙼🙵,0
🚔0🙯🙼8967🛗🛐😣2598🙍😣🙼🙵🙼3🙯,0
🚔0🙼🛐4521🙯🛗4856😣🙍😣🙵🙼🙯1899,0
🚔0🛗1628🙼🙯😣🙍🛐3365🙵1821🙯😣🙼,0
🚔🛐🙯🙍🙼🛗494002548😣🙼😣2548🙯🙵,0
🚔00🙯🛗🙼🙍1120670😣🛐1558🙵🙯😣🙼,0
🚔165105332🛗🙼😣🛐🙯🙍🙵🙯🙼2718😣,0
🚔19207🙯🙍🛐😣🙼🛗31345333🙵🙼😣🙯,0
🚔🛗🙍😣🙼🙯26390🛐4309🙯🙵🙼😣4309,0
🚔🙍🛐🙯🙼124383134😣🛗🙼1507🙯😣🙵,0
🚔05774🛐🙼🛗🙍1923😣🙯3312😣🙼🙯🙵,0
🚔115718708😣🙼🛗🛐🙯🙍🙯3312🙼🙵😣,0
🚔0🙼😣405119661🛐🙯🛗🙍940🙯😣🙼🙵,0
🚔🙯🙼🛗10256🛐😣2078🙍🙵😣🙼🙯3023,0
🚔0🙯🛗🙍39014427🙼😣🛐3132🙵🙯🙼😣,0
🚔🛗🙼2920🛐🙯🙍20371😣3510🙼🙯🙵😣,0
🚔0😣🛐🛗🙯89673324🙍🙼🙯🙼🙵3510😣,0
🚔🛐🛗🙍😣🙯🙼2091119182999🙼🙯🙵😣,0
🚔0😣61🛗69🙼4381🛐🛗🙍🙵🙯1507😣🙼,0
🚔🛐🙼20371🙍🛗1415🙯😣🙵🙯😣🙼3023,0
🚔🙯🛐🙼11796🙍😣1959🛗🙯1485🙼😣🙵,0
🚔🙍🛐😣🙼🙯124383980🛗🙼😣🙵3980🙯,0
🚔🛐🙯30968🛗🙼3682😣🙍🙵😣🙼3132🙯,0
🚔00🛗47909102😣🙍🛐🙯🙼940😣🙯🙵🙼,0
🚔0🙍17316224🛐😣🙯🛗🙼🙯😣🙼🙵3312,0
🚔4524🙍🙯😣13580🙼🛐🛗2327🙵😣🙼🙯,0
🚔🙯😣🛐🙍🛗2425🙼12352🙯🙵🙼2931😣,0
🚔0🛗😣1245🙍🛐🙼🙯🙼3🙯😣🙼1157🙵,0
🚔6469🛐🛗10256🙼🙍🙯😣🙵2682🙯😣🙼,0
🚔😣🛗🙍🙯23594🛐🙼3980🙼🙵2919😣🙯,0
🚔0😣🛗4869🙯3896🛐🙍🙼🙵3901🙼😣🙯,0
🚔🙯😣🛐🙍2154🛗🙼37758🙼🙯🙵1157😣,0
🚔33658😣🛗🛐3134🙼🙍🙯🙯😣3980🙵🙼,0
🚔0🙍🙯🙼🛐😣🛗1332🙼3😣🙯🙵2075🙼,0
🚔🙯🛐🙼🙍4310🛗😣20690😣1507🙯🙼🙵,0
🚔🛗😣🙯533316117🙍🙼🛐🙯2548🙼😣🙵,0
🚔0😣🙍🙯🙼7794🛐4524🛗🙼🙵🙯😣3134,0
🚔🛗😣🙍🛐🙯🙼315053388🙵😣🙼🙼4🙯,0
🚔🛗🙼🙯😣12352🙍🛐5705🙯🙵2920🙼😣,0
🚔00🙍7794🛐🙯2154🙼🛗😣😣🙵940🙯🙼,0
🚔0🛗🙼🛐🙯🙍😣510359995333🙵😣🙯🙼,0
🚔0🙯🙍1502🛐🛗😣2791🙼😣3682🙯🙼🙵,0
🚔0🙯🙍🛐36265774🙼😣🛗🙵😣🙼🙯1507,0
🚔0🛐😣🙍3682🙯5163🛗🙼🙼🙵🙯2670😣,0
🚔2682🙍15775🛗🛐🙯🙼😣😣🙵1954🙯🙼,0
🚔0😣4845🛗🛐🙍3388🙯🙼2816🙯🙼😣🙵,0
🚔😣🙼🛐272243388🙍🙯🛗🙼😣🙵3980🙯,0
🚔🙼🙯19122🛗🛐5774🙍😣2075🙼😣🙯🙵,0
🚔0🛐🛗4845😣🙼2816🙯🙍2078😣🙼🙵🙯,0
🚔😣3695🛐🛗28118🙯🙼🙍😣🙯5333🙼🙵,0
🚔0🛐3357🙍🙼1795🙯😣🛗🙼🙵5333😣🙯,0
🚔0🙼13684051😣🛐🙍🛗🙯🙵🙼😣1828🙯,0
🚔0🛗🛐1959🙯🙼🙍1502😣🙼2713🙵😣🙯,0
🚔🙯🙼4🙍😣🙼🛗26390🛐🙵🙼4🙼😣🙯,0
🚔07794🙯🛗🙼🛐3559🙍😣🙼🙵3901🙯😣,0
🚔0🙯🛗🙍🙼😣33574521🛐😣🙯4304🙵🙼,0
🚔🙍🙯2481🙼🛐11796😣🛗😣1314🙯🙵🙼,0
🚔07118🙼🙯🛐5705🛗😣🙍🙯🙵😣🙼5705,0
🚔🙍🙯126602091🛐😣🙼🛗😣🙼1731🙵🙯,0
🚔0🙍🙼🙯😣35533357🛐🛗🙯🙵🙼2091😣,0
🚔0🙼3324😣🛐🛗8922🙍🙯🙵🙼😣1821🙯,0
🚔0🛐🙯🙼😣🙍93884869🛗🙼🙵😣2327🙯,0
🚔0🙼🛐🙯3626🛗😣4524🙍🙼🙼4🙯😣🙵,0
🚔0🛐1238🙍🛗🙯4856😣🙼🙼1485🙵😣🙯,0
🚔10070🙍🛗4524🙯😣🛐🙼2231🙯😣🙼🙵,0
🚔🙍🙯1157🛐🛗🙼12660😣1157😣🙵🙼🙯,0
🚔0🙯🛐🙼🙍2775😣1485🛗🙵🙼😣🙯2998,0
🚔0😣1730🙯🙍🛗5774🛐🙼1795🙵🙯😣🙼,0
🚔😣🙼🙍🛗4790🙯33658🛐😣🙼🙵3901🙯,0
🚔03645🙼1314🙯🛗🛐🙍😣3023🙼🙵🙯😣,0
🚔0🙼🙯5254🛗🙍😣🛐4761🙯🙵😣🙼🙼4,0
🚔🙍🛐😣33658🙼2816🛗🙯🙯🙼🙵😣1238,0
🚔🛗🛐19122🙼🙯5237🙍😣1270🙯😣🙵🙼,0
🚔02598🙍😣🙯🙼🛗🛐1368🙯🙵🙼😣1495,0
🚔0🙯🙼7002🙍🛐😣5066🛗🙵😣🙼3553🙯,0
🚔🙍😣5066🙯🛐🛗35121🙼🙯4310🙵🙼😣,0
🚔0🙯🙍🛐5449😣4349🛗🙼🙯🙼🙵😣1415,0
🚔🙯😣4310🙼🛗🙍🛐13239🙵2919😣🙯🙼,0
🚔🛗😣🛐46283🙼5705🙍🙯😣🙵1959🙯🙼,0
🚔😣🙯🙼2414🙍🛐14669🛗😣🙼🙯🙵2481,0
🚔0🙼1430🛗🙍😣3388🛐🙯5333😣🙼🙵🙯,0
🚔20690😣2718🛗🙯🙍🙼🛐🙵🙼3🙯🙼😣,0
🚔047🙯22🙼🛗🛐7118🙯😣😣1157🙯🙼🙵,0
🚔🛐🛗🙼🙍😣18103🙯2414😣🙵5237🙼🙯,0
🚔0🙼16283324🙯🛗🛐🙍😣🙯2075😣🙼🙵,0
🚔🙯🙍🙼179546283🛗🛐😣😣🙼🙵2414🙯,0
🚔0🛗😣🛐3132🙍🙯🙼1245🙼🙵1983😣🙯,0
🚔😣🙍🛐4869🛗🙼🙯23684🙯🙼😣🙵2091,0
🚔0😣4051🙼🙯🛐🛗🙍2928🙼🙼4🙯🙵😣,0
🚔🛐🙼279111796🛗🙍🙯😣2816🙯😣🙼🙵,0
🚔🙍🛗🛐2075😣🙼49400🙯🙼1238🙯😣🙵,0
🚔5774😣🙯45436🛗🙼🛐🙍🙵🙯🙼3132😣,0
🚔🛗106813720😣🙯🙼🙍🛐🙯🙼2996😣🙵,0
🚔🙼🙍🛗😣🛐430411113🙯😣2481🙵🙯🙼,0
🚔00🛐3388🙯670🙍😣🙼🛗1731😣🙵🙼🙯,0
🚔0🙍7118🛐3270🙼🙯🛗😣🙵🙼1129😣🙯,0
🚔0🙯🙼8967🙍3510🛗🛐😣🙯😣🙵🙼3559,0
🚔0😣1795🙍4205🛐🙯🙼🛗3695🙵🙯🙼😣,0
🚔0258003682🙼🛗😣🙍🙯🛐940🙼🙵🙯😣,0
🚔0🙼🛐😣🙯🛗14101238🙍😣🙼🙵3312🙯,0
🚔0🙯7184🛗🙍🛐😣🙼11202548🙵😣🙼🙯,0
🚔😣🙼🛐🙍117962091🛗🙯🙯🙵🙼😣3070,0
🚔🙯🛗😣🙼3559🛐23684🙍🙯😣🙵2919🙼,0
🚔0😣🙼🙯2327🛐1628🙍🛗😣🙵🙯🙼3023,0
🚔0🛗🙯🛐4761😣3645🙍🙼😣🙯🙼1558🙵,0
🚔0🙼6482😣🛐🙍🛗4304🙯🙼4349🙵😣🙯,0
🚔01270😣🙼🙯🛗1235🙍🛐🙯1157😣🙼🙵,0
🚔🛗3695🙍28251😣🛐🙯🙼🙼🙵🙯2718😣,0
🚔5066🙼🙯😣🛗31505🙍🛐😣🙼🙵🙯2931,0
🚔5705🙍🙼🙯😣🛐🛗18103😣🙼🙯2598🙵,0
🚔0🙍😣4845🛗5774🙼🙯🛐🙯🙼🙵😣1959,0
🚔0🛗57745449🙍🛐😣🙯🙼2682🙼🙵🙯😣,0
🚔043812425😣🙼🙍🛗🛐🙯🙼🙵1065🙯😣,0
🚔0😣🛗1923🛐🙯🙼🙍3270😣🙯1314🙼🙵,0
🚔00🛗😣🙍🛐🙯🙼670🙼32713🙵😣🙯🙼,0
🚔🙯🙼🙍😣372024462🛗🛐🙯🙼🙵2598😣,0
🚔00🙍🙯😣5103🛗3720🛐🙼🙯486🙵😣🙼,0
🚔🛗🛐16352🙯🙼🙍2718😣😣🙵🙼1129🙯,0
🚔0🙍🛗16352😣2091🛐🙯🙼🙼🙵486😣🙯,0
🚔0🙍😣🙼🛗4473🛐4521🙯1795🙼🙯🙵😣,0
🚔048562857🙯🛗🛐🙼😣🙍🙼🙯😣🙵2481,0
🚔08178🛐😣🙼🙍🛗3695🙯🙼🙵4304😣🙯,0
🚔10804😣🙍🛐🙯2425🛗🙼4051🙵🙯🙼😣,0
🚔🙯4309🙍🛐🙼🛗31505😣🙵1433😣🙼🙯,0
🚔0🙼😣🛐🙯1502🙍4310🛗1065😣🙵🙼🙯,0
🚔🛗3365😣11113🛐🙍🙯🙼🙼🙯😣3312🙵,0
🚔0🙍🛗🛐🙼1502🙯1899😣🙯🙵😣🙼1828,0
🚔🛗🛐479016352🙍😣🙼🙯🙵🙯🙼😣3312,0
🚔0🙯2548🛗🙍2478🛐😣🙼2931🙼🙵😣🙯,0
🚔0🛗1923🙯😣🛐1238🙍🙼🙵1558😣🙯🙼,0
🚔🙯1270😣🙍🙼24462🛗🛐🙯🙼😣2481🙵,0
🚔😣🙼🛗🙍🛐🙯1983119182919🙯🙵🙼😣,0
🚔01795🙯🙼🛗😣🛐🙍52965066🙵🙯😣🙼,0
🚔🙍🛐🛗33658🙼😣3720🙯🙯🙵😣3104🙼,0
🚔🙍😣117962816🛗🙼🙯🛐🙼🙯3023😣🙵,0
🚔0🙍🙼3132🙯🛗🛐2800😣1507😣🙼🙯🙵,0
🚔🙯🛗3270🙍🛐😣22817🙼4310🙵😣🙯🙼,0
🚔0🛗🙼😣33571157🙯🙍🛐🙼🙵😣🙯3070,0
🚔🙍😣19122🛐🙯🛗2154🙼🙵😣🙯🙼4051,0
🚔🙼4790🛗21832🛐🙍😣🙯😣4349🙼🙵🙯,0
🚔0🛗1430🙼😣🙯🙍4304🛐😣1821🙯🙵🙼,0
🚔13239🙼🙍2091🙯🛗😣🛐😣🙵🙯🙼1954,0
🚔33658🙯🙼😣🙍🛗🛐45241314😣🙯🙼🙵,0
🚔🛐🙼149518721😣🙍🙯🛗🙼🙵🙯😣3312,0
🚔4869🙼🙍39630🛐😣🛗🙯🙯🙵🙼😣3510,0
🚔0🛐🛗🙍😣23274856🙼🙯🙯2998😣🙵🙼,0
🚔0🛗🙼😣🛐6469🙍🙯43812780😣🙵🙯🙼,0
🚔1828🙍😣🙼🙯🛗🛐19661🙵1238🙯🙼😣,0
🚔0🛗🛐6761🙼4761🙯😣🙍🙵🙼3901😣🙯,0
🚔0🙯🙼🛐33763🙍🛗2791😣🙵🙯🙼😣940,0
🚔0🛗🙯🙍2121🛐2075😣🙼🙵1558🙼😣🙯,0
🚔0🙍3720🛐2928🙼🙯🛗😣🙼🙯😣2075🙵,0
🚔0🙼🛗😣5296🛐🙯4304🙍🙯4304😣🙼🙵,0
🚔0🛗17301433🙼😣🙯🙍🛐🙵😣🙯🙼1433,0
🚔14738🙼🙍😣🛗🙯1899🛐🙼😣1899🙯🙵,0
🚔0🛐🙼😣🙼4🙍🙯5103🛗🙵😣1507🙯🙼,0
🚔🙯47🙯22🛐😣13956🛗🙼🙵4869🙼😣🙯,0
🚔🛗254831505😣🙍🙯🛐🙼2998🙵🙼😣🙯,0
🚔0😣🛐3720🙼4856🙯🛗🙍🙼3980🙵😣🙯,0
🚔🙼🛐🛗🙯🙍431015775😣😣🙵1270🙯🙼,0
🚔0🛗🛐1245🙼🙯😣🙍19542999🙯😣🙵🙼,0
🚔🙍🛐😣🙯198349400🙼🛗🙯😣1314🙼🙵,0
🚔🛗🙯4524😣🛐🙼36068🙍🙼🙵2682🙯😣,0
🚔00😣🛐670🙯🛗4790🙼🙍🙵2996😣🙼🙯,0
🚔0🙍🛗🛐🙯43811795🙼😣😣3901🙵🙯🙼,0
🚔3388🛗🙼🙯😣13580🙍🛐1495🙵😣🙼🙯,0
🚔0😣89674524🛗🙍🙯🙼🛐🙼2999😣🙯🙵,0
🚔0🛗3896😣🙯🙍🛐4349🙼🙯🙵1157😣🙼,0
🚔🛐🙼16352🙍😣3134🛗🙯😣🙵3901🙯🙼,0
🚔4310🙼🛐16117🙯🛗😣🙍🙵😣🙯🙼1558,0
🚔🙯🛐🙍🙼5333😣22817🛗😣4349🙯🙼🙵,0
🚔🛐🙼37758🙍🛗😣🙯3324🙯🙵🙼😣2931,0
🚔🙼11113🙍4309🛗🛐🙯😣🙼🙯😣🙵1314,0
🚔00🛐14857002🛗🙍🙯😣🙼🙵940😣🙯🙼,0
🚔😣🙍🙯1129🛐🙼27224🛗🙼😣🙵🙯2713,0
🚔0😣7118🙍🛗🙯🛐🙼4349🙵2998🙼😣🙯,0
🚔0🛗3980🙯🛐🙍7184🙼😣🙼2999😣🙵🙯,0
🚔0🙼2425🙍😣8956🛐🙯🛗🙯2998🙵😣🙼,0
🚔0🙯🛗14302857🙍😣🙼🛐2091🙯🙼😣🙵,0
🚔🙯326002414🛗🙼🛐🙍😣🙵😣🙯🙼1821,0
🚔0😣🛐🛗🙍15021795🙼🙯🙼🙵😣🙯2713,0
🚔01495🙯🛗😣🙍🙼🛐12352931🙼🙯🙵😣,0
🚔0🙯3626🛐🙼5774🛗🙍😣😣🙼🙯2425🙵,0
🚔🙼🙯🙍😣112033763🛗🛐😣🙵🙼🙯2231,0
🚔0🛐🙍4524🙼😣5449🛗🙯2154🙼🙯🙵😣,0
🚔03388🛗🛐🙼🙍4381🙯😣🙼🙵1415🙯😣,0
🚔0🙼28003312😣🙍🙯🛐🛗🙯😣🙼🙵2713,0
🚔0🙼23684🛐😣🛗2718🙍🙯940🙼😣🙵🙯,0
🚔4524😣🙍🛐37758🙯🙼🛗🙼😣🙵🙯5237,0
🚔021213134🛗😣🛐🙯🙼🙍🙼2327🙵🙯😣,0
🚔04790🙯🛐🛗🙼🙍5103😣1129🙵🙼🙯😣,0
🚔0🙼🙍🙯11796🛐🛗5066😣😣🙼🙯486🙵,0
🚔0🙯😣5254🛗🙍🛐1821🙼1731🙯🙵🙼😣,0
🚔🛐3720😣🙯🙍🙼37758🛗🙵🙯2091😣🙼,0
🚔14738🛐🙍🙼🙯😣🛗2670🙵🙼🙯😣2999,0
🚔🛐🛗🙯🙍1065😣🙼12438🙵😣🙼🙯2999,0
🚔😣23594🛐🙯2598🙍🛗🙼🙵😣🙼1959🙯,0
🚔00😣🙍🛐17301731🛗🙯🙼🙯🙵486😣🙼,0
🚔434930968🛐😣🙼🙍🛗🙯😣3132🙯🙵🙼,0
🚔0🙼🛗17959831🛐🙯😣🙍🙼🙯😣🙵3388,0
🚔🛗🙼3104😣🛐🙯🙍11047🙯🙼2999🙵😣,0
🚔02478🛐😣🙯🙼🙍🛗5237🙯😣2718🙼🙵,0
🚔😣🙼19207🛗🙍🛐🙯31322481🙼🙯🙵😣,0
🚔😣3270🙍34141🙯🛗🛐🙼🙼🙯🙵😣1485,0
🚔🙍🙼🛗🙯22817🛐😣1558😣🙵🙼1314🙯,0
🚔00🙼🙍🛗77942481🛐😣🙯🙯940🙵😣🙼,0
🚔0🙼🙯3357🛗😣🙍🛐48692998🙼🙯😣🙵,0
🚔0🙍5103🙼🛐🛗5237😣🙯😣🙵3023🙯🙼,0
🚔🙼141535121🙯😣🙍🛗🛐🙯3312🙼😣🙵,0
🚔🙍🛐🙼1495😣🙯🛗147381495🙵🙼😣🙯,0
🚔0🙯🙍😣1954🛐🙼🛗5163😣🙵🙼🙯1314,0
🚔0🛗🙯😣1120🙍🛐1730🙼🙯🙼🙵3559😣,0
🚔😣🙼🙍🛐299610086🛗🙯🙼1157🙯😣🙵,0
🚔0🙼🛐🛗6469😣5103🙍🙯🙵🙯🙼😣5333,0
🚔013681795🙼🛐🙍🛗😣🙯🙵1731🙼🙯😣,0
🚔😣🛗🙍263902425🙼🛐🙯2670🙯😣🙼🙵,0
