input_str,label,modified_str
3096836823132,0,oeoeeoeeeoooe
0047909102940,0,eeeooeooeeoee
0173162243312,0,eooooeeeeoooe
4524135802327,0,eoeeoooeeeoeo
2425123522931,0,eeeooeooeeooo
0124531157,0,eoeeoooooo
6469102562682,0,eeeooeeoeeeee
2359439802919,0,eoooeooeeeooo
0486938963901,0,eeeeooeoeooeo
2154377581157,0,eooeooooeoooo
3365831343980,0,ooeoeoooeooee
0133232075,0,eoooeoeeoo
4310206901507,0,eooeeeeoeooeo
5333161172548,0,oooooeoooeoee
0779445243134,0,eoooeeoeeoooe
3150533884,0,oooeoooeee
1235257052920,0,oeooeooeoeoee
0077942154940,0,eeoooeeooeoee
0510359995333,0,eooeooooooooo
0150227913682,0,eooeeeooooeee
0362657741507,0,eoeeeoooeooeo
0368251632670,0,eoeeeooeoeeoe
2682157751954,0,eeeeooooooooe
0484533882816,0,eeeeoooeeeeoe
2722433883980,0,eoeeeooeeooee
1912257742075,0,oooeeoooeeeoo
0484528162078,0,eeeeoeeoeeeoe
3695281185333,0,oeooeeooeoooo
0335717955333,0,eoooooooooooo
0136840511828,0,eooeeeeoooeee
0195915022713,0,eooooooeeeooo
4263904,0,eeeooee
0779435593901,0,eoooeooooooeo
0335745214304,0,eooooeoeoeoee
2481117961314,0,eeeoooooeoooe
0711857055705,0,eoooeooeoooeo
1266020911731,0,oeeeeeeoooooo
0355333572091,0,eooooooooeeoo
0332489221821,0,eooeeeoeeoeeo
0938848692327,0,eooeeeeeoeoeo
0362645244,0,eoeeeeoeee
0123848561485,0,eoeoeeeoeoeeo
1007045242231,0,oeeoeeoeeeeoo
1157126601157,0,oooooeeeeoooo
0277514852998,0,eeooooeeoeooe
0173057741795,0,eoooeoooeoooo
4790336583901,0,eooeooeoeooeo
0364513143023,0,eoeeooooeoeeo
0525447614,0,eoeoeeoeoe
3365828161238,0,ooeoeeeoeoeoe
1912252371270,0,oooeeoeoooeoe
0259813681495,0,eeooeooeeoeoo
0700250663553,0,eoeeeoeeeoooo
5066351214310,0,oeeeoooeoeooe
0544943491415,0,eoeeoeoeooeoo
4310132392919,0,eooeooeooeooo
4628357051959,0,eeeeoooeooooo
2414146692481,0,eeoeoeeeoeeeo
0143033885333,0,eoeoeooeeoooo
2069027183,0,eeeoeeooeo
0472271181157,0,eeoeeoooeoooo
1810324145237,0,oeoeoeeoeoeoo
0162833242075,0,eoeeeooeeeeoo
1795462832414,0,ooooeeeeoeeoe
0313212451983,0,eoooeoeeoooeo
4869236842091,0,eeeoeoeeeeeoo
0405129284,0,eeeooeoeee
2791117962816,0,eoooooooeeeoe
2075494001238,0,eeooeoeeeoeoe
5774454363132,0,oooeeoeoeoooe
1068137202996,0,oeeeoooeeeooe
4304111132481,0,eoeeoooooeeeo
0033886701731,0,eeooeeeoeoooo
0711832701129,0,eoooeoeoeooeo
0896735103559,0,eeoeooooeoooo
0179542053695,0,eooooeeeooeoo
0258003682940,0,eeoeeeoeeeoee
0141012383312,0,eoeoeoeoeoooe
0718411202548,0,eooeeooeeeoee
1179620913070,0,ooooeeeoooeoe
3559236842919,0,ooooeoeeeeooo
0232716283023,0,eeoeooeeeoeeo
0476136451558,0,eeoeooeeooooe
0648243044349,0,eeeeeeoeeeoeo
0127012351157,0,eoeoeoeoooooo
3695282512718,0,oeooeeeooeooe
5066315052931,0,oeeeoooeoeooo
5705181032598,0,ooeooeoeoeooe
0484557741959,0,eeeeooooeoooo
0577454492682,0,eoooeoeeoeeee
0438124251065,0,eeoeoeeeooeeo
0192332701314,0,eooeooeoeoooe
0067032713,0,eeeoeoeooo
3720244622598,0,ooeeeeeeeeooe
0051033720486,0,eeooeoooeeeee
1635227181129,0,oeooeeooeooeo
0163522091486,0,eoeooeeeooeee
0447345211795,0,eeeooeoeooooo
0485628572481,0,eeeoeeeooeeeo
0817836954304,0,eeooeoeooeoee
1080424254051,0,oeeeeeeeoeeoo
4309315051433,0,eoeooooeooeoo
0150243101065,0,eooeeeooeoeeo
3365111133312,0,ooeoooooooooe
0150218991828,0,eooeeoeoooeee
4790163523312,0,eooeoeooeoooe
0254824782931,0,eeoeeeeoeeooo
0192312381558,0,eooeooeoeoooe
1270244622481,0,oeoeeeeeeeeeo
1983119182919,0,ooeoooooeeooo
0179552965066,0,eoooooeoeoeee
3365837203104,0,ooeoeooeeooee
1179628163023,0,ooooeeeoeoeeo
0313228001507,0,eoooeeeeeooeo
3270228174310,0,oeoeeeeooeooe
0335711573070,0,eoooooooooeoe
1912221544051,0,oooeeeooeeeoo
4790218324349,0,eooeeoeoeeoeo
0143043041821,0,eoeoeeoeeoeeo
1323920911954,0,ooeooeeoooooe
3365845241314,0,ooeoeeoeeoooe
1495187213312,0,oeoooeoeooooe
4869396303510,0,eeeoooeoeoooe
0232748562998,0,eeoeoeeoeeooe
0646943812780,0,eeeeoeoeoeoee
1828196611238,0,oeeeooeeooeoe
0676147613901,0,eeoeoeoeoooeo
0337632791940,0,eoooeoeooooee
0212120751558,0,eeoeoeeoooooe
0372029282075,0,eooeeeoeeeeoo
0529643044304,0,eoeoeeoeeeoee
0173014331433,0,eoooeoeoooeoo
1473818991899,0,oeooeoeoooeoo
0451031507,0,eeooeoooeo
4722139564869,0,eoeeooooeeeeo
2548315052998,0,eoeeoooeoeooe
0372048563980,0,eooeeeeoeooee
4310157751270,0,eooeooooooeoe
0124519542999,0,eoeeooooeeooo
1983494001314,0,ooeoeoeeeoooe
4524360682682,0,eoeeoeeeeeeee
0067047902996,0,eeeoeeooeeooe
0438117953901,0,eeoeoooooooeo
3388135801495,0,ooeeoooeeoeoo
0896745242999,0,eeoeoeoeeeooo
0389643491157,0,eoeoeeoeooooo
1635231343901,0,oeooeoooeooeo
4310161171558,0,eooeoeooooooe
5333228174349,0,ooooeeeooeoeo
3775833242931,0,ooooeooeeeooo
1111343091314,0,oooooeoeooooe
0014857002940,0,eeoeeooeeeoee
1129272242713,0,ooeoeoeeeeooo
0711843492998,0,eoooeeoeoeooe
0398071842999,0,eooeeooeeeooo
0242589562998,0,eeeeoeooeeooe
0143028572091,0,eoeoeeeooeeoo
3260024141821,0,oeeeeeeoeoeeo
0150217952713,0,eooeeooooeooo
0149512352931,0,eoeoooeooeooo
0362657742425,0,eoeeeoooeeeeo
1120337632231,0,ooeeoooeoeeoo
0452454492154,0,eeoeeoeeoeooe
0338843811415,0,eooeeeoeooeoo
0280033122713,0,eeeeeoooeeooo
0236842718940,0,eeoeeeeooeoee
4524377585237,0,eoeeooooeoeoo
0212131342327,0,eeoeooooeeoeo
0479051031129,0,eeooeooeoooeo
0117965066486,0,eooooeoeeeeee
0525418211731,0,eoeoeoeeooooo
3720377582091,0,ooeeooooeeeoo
1473826702999,0,oeooeeeoeeooo
1065124382999,0,oeeooeeoeeooo
2359425981959,0,eoooeeooeoooo
0017301731486,0,eeoooeooooeee
4349309683132,0,eoeooeoeeoooe
0179598313388,0,eoooooeooooee
3104110472999,0,ooeeooeeoeooo
0247852372718,0,eeeoeoeooeooe
1920731322481,0,ooeeooooeeeeo
3270341411485,0,oeoeoeoeooeeo
2281715581314,0,eeeoooooeoooe
0077942481940,0,eeoooeeeeooee
0335748692998,0,eooooeeeoeooe
0510352373023,0,eooeooeoooeeo
1415351213312,0,oeoooooeooooe
1495147381495,0,oeoooeooeoeoo
0195451631314,0,eoooeooeooooe
0112017303559,0,eooeeoooeoooo
2996100861157,0,eooeoeeeeoooo
0646951035333,0,eeeeoooeooooo
0136817951731,0,eooeeoooooooo
2639024252670,0,eeooeeeeoeeoe
0143047902919,0,eoeoeeooeeooo
1577548693553,0,oooooeeeooooo
4309106813901,0,eoeooeeeoooeo
4304377581433,0,eoeeooooeoeoo
0525448692548,0,eoeoeeeeoeoee
4521108044,0,eoeooeeeee
3134102562996,0,oooeoeeoeeooe
0892231731,0,eeoeeooooo
0162827912919,0,eoeeeeoooeooo
0094014738486,0,eeoeeoeooeeee
0277553331821,0,eeooooooooeeo
2548125033,0,eoeeoeoeoo
0430989222682,0,eeoeoeoeeeeee
0127080552919,0,eoeoeeeooeooo
5332126601129,0,oooeoeeeeooeo
0212115582919,0,eeoeooooeeooo
0599913321828,0,eoooooooeoeee
1764529962999,0,ooeeoeooeeooo
0448521541485,0,eeeeoeooeoeeo
1870866592996,0,oeoeeeeooeooe
1395664692154,0,ooooeeeeoeooe
2154282513104,0,eooeeeeooooee
1179619831954,0,ooooeooeooooe
0133925982481,0,eooooeooeeeeo
0182114301270,0,eoeeooeoeoeoe
5705218323510,0,ooeoeoeoeoooe
0336548452075,0,eooeoeeeoeeoo
0232728002931,0,eeoeoeeeeeooo
0043041270,0,eeeoeeoeoe
0485625983132,0,eeeoeeooeoooe
3132206901731,0,oooeeeeoeoooo
0523754492999,0,eoeoooeeoeooo
0486933658940,0,eeeeoooeoeoee
0854141433,0,eeoeoeoeoo
4543637202816,0,eoeoeooeeeeoe
1651047903134,0,oeooeeooeoooe
0292015021238,0,eeoeeooeeoeoe
2791176455237,0,eoooooeeooeoo
0437114951314,0,eeooooeoooooe
0278021212075,0,eeoeeeoeoeeoo
0285767613070,0,eeeooeoeooeoe
0013399402919,0,eeoooooeeeooo
4628329201828,0,eeeeoeoeeoeee
0242589564,0,eeeeoeooee
1191827911270,0,ooooeeooooeoe
1920748691065,0,ooeeoeeeooeeo
0533314669486,0,eoooooeeeoeee
0852636822078,0,eeoeeoeeeeeoe
3365315051433,0,ooeooooeooeoo
1920733651731,0,ooeeoooeooooo
0179591021558,0,eooooooeeoooe
3388163521065,0,ooeeoeooeoeeo
1104757743270,0,ooeeooooeoeoe
0700247613553,0,eoeeeeoeooooo
4521119182231,0,eoeoooooeeeoo
0254867612682,0,eeoeeeoeoeeee
1870813142713,0,oeoeeoooeeooo
0242549055333,0,eeeeoeoeooooo
0438136821983,0,eeoeooeeeooeo
0486936453023,0,eeeeooeeooeeo
0525423271129,0,eoeoeeoeoooeo
0013321433486,0,eeoooeoeooeee
2281735534309,0,eeeooooooeoeo
2722435592548,0,eoeeeooooeoee
0133933652998,0,eooooooeoeooe
4940047611821,0,eoeeeeoeooeeo
0438127913365,0,eeoeoeoooooeo
0516333243134,0,eooeoooeeoooe
0141043491828,0,eoeoeeoeooeee
1433132393023,0,oeooooeoooeeo
2467140511954,0,eeeooeeoooooe
3963029963312,0,ooeoeeooeoooe
1243853323980,0,oeeoeoooeooee
0232733571731,0,eeoeooooooooo
0203711270940,0,eeeooooeoeoee
0805550662780,0,eeeoooeeeeoee
0506671842713,0,eoeeeooeeeooo
2682187211270,0,eeeeoeoeooeoe
1120228171828,0,ooeeeeeoooeee
1561159993023,0,ooeoooooooeeo
0523762242598,0,eoeooeeeeeooe
0452489673023,0,eeoeeeoeooeeo
3132377581558,0,oooeooooeoooe
1473839802713,0,oeooeooeeeooo
0516332481,0,eooeooeeeo
1821191221983,0,oeeooooeeooeo
0332463701129,0,eooeeeooeooeo
1323935101270,0,ooeoooooeoeoe
0241454495066,0,eeeoeoeeooeee
0525439011415,0,eoeoeooeooeoo
0123527912920,0,eoeooeoooeoee
2825147902078,0,eeeooeooeeeoe
3365246712078,0,ooeoeeeooeeoe
2425181032598,0,eeeooeoeoeooe
6659360683132,0,eeoooeeeeoooe
2091187084,0,eeoooeoeee
0452444271954,0,eeoeeeeeooooe
0599919233695,0,eooooooeooeoo
2811857742791,0,eeooeoooeeooo
4524117961129,0,eoeeooooeooeo
0241463701065,0,eeeoeeooeoeeo
0334940514051,0,eooeoeeooeeoo
0577449052414,0,eoooeeoeoeeoe
4309281182780,0,eoeoeeooeeoee
3388156112670,0,ooeeooeooeeoe
1872137203510,0,oeoeoooeeoooe
0442720752999,0,eeeeoeeooeooo
0242554491821,0,eeeeooeeooeeo
0223112452670,0,eeeoooeeoeeoe
5332123521495,0,oooeoeooeoeoo
3682124382931,0,oeeeoeeoeeooo
3388119181157,0,ooeeooooeoooo
0485647612154,0,eeeoeeoeoeooe
3559132392075,0,ooooooeooeeoo
1611743102091,0,oeoooeooeeeoo
0368262241433,0,eoeeeeeeeoeoo
1474840511120,0,oeoeeeeooooee
5333454361157,0,ooooeoeoeoooo
0437153321983,0,eeooooooeooeo
0479048453388,0,eeooeeeeoooee
3365864691120,0,ooeoeeeeoooee
0066596701065,0,eeeeooeoeoeeo
0510339801120,0,eooeoooeeooee
0485628162548,0,eeeoeeeoeeoee
0057746701899,0,eeoooeeoeoeoo
0011292050940,0,eeooeoeeoeoee
3695309681731,0,oeoooeoeeoooo
3096847903510,0,oeoeeeooeoooe
3096829962670,0,oeoeeeooeeeoe
0162859992414,0,eoeeeooooeeoe
3134246712780,0,oooeeeeooeoee
0205033244869,0,eeeoeooeeeeeo
4051282514349,0,eeooeeeooeoeo
0182136262998,0,eoeeooeeeeooe
0292859992078,0,eeoeeooooeeoe
0711831042816,0,eoooeooeeeeoe
0529637203365,0,eoeoeooeeooeo
1104737203023,0,ooeeoooeeoeeo
0622417311129,0,eeeeeooooooeo
0277557051120,0,eeoooooeoooee
0448559994310,0,eeeeoooooeooe
0364536952816,0,eoeeooeooeeoe
0192314852931,0,eooeooeeoeooo
0372024781314,0,eooeeeeoeoooe
3510108042931,0,oooeoeeeeeooo
6659147382327,0,eeoooeooeeoeo
0277625981270,0,eeooeeooeoeoe
1191824252548,0,ooooeeeeoeoee
6469161172931,0,eeeooeoooeooo
0398044271270,0,eooeeeeeooeoe
3901494001485,0,ooeoeoeeeoeeo
0622453331238,0,eeeeeoooooeoe
2183259993901,0,eoeoeooooooeo
3414133652718,0,oeoeoooeoeooe
0817835591959,0,eeooeoooooooo
2825143041157,0,eeeooeoeeoooo
1179624251495,0,ooooeeeeooeoo
2231192072078,0,eeooooeeoeeoe
1966111201507,0,ooeeoooeeooeo
0335732703980,0,eoooooeoeooee
2231132391828,0,eeooooeoooeee
0902557743559,0,eoeeooooeoooo
0805553325332,0,eeeoooooeoooe
0136843094349,0,eooeeeoeoeoeo
5999161171065,0,oooooeooooeeo
1651015072919,0,oeooeooeoeooo
1104757053559,0,ooeeoooeooooo
0336514102780,0,eooeooeoeeoee
0143033242780,0,eoeoeooeeeoee
0525420912998,0,eoeoeeeooeooe
1292136952791,0,oeoeooeooeooo
2791129212713,0,eooooeoeoeooo
4521396306469,0,eoeoooeoeeeeo
0452189223312,0,eeoeoeoeeoooe
0479042052780,0,eeooeeeeoeoee
1764519591415,0,ooeeooooooeoo
2154163522327,0,eooeoeooeeoeo
1920717952598,0,ooeeoooooeooe
4524203711821,0,eoeeeeooooeeo
0779412703023,0,eoooeoeoeoeeo
2639036954,0,eeooeoeooe
3376311291129,0,oooeoooeoooeo
0150229965237,0,eooeeeooeoeoo
1266066591120,0,oeeeeeeooooee
3324147485237,0,ooeeoeoeeoeoo
0195914301157,0,eoooooeoeoooo
0676126822682,0,eeoeoeeeeeeee
2281722311433,0,eeeooeeoooeoo
0143059993510,0,eoeoeoooooooe
2078309681314,0,eeoeoeoeeoooe
2467122311954,0,eeeooeeoooooe
1473833881485,0,oeooeooeeoeeo
0779432702598,0,eoooeoeoeeooe
2428843492999,0,eeeeeeoeoeooo
4628347612414,0,eeeeoeoeoeeoe
0299624783070,0,eeooeeeoeoeoe
3775845244051,0,ooooeeoeeeeoo
3096848691558,0,oeoeeeeeooooe
0648239803,0,eeeeeooeeo
5237282511157,0,oeooeeeoooooo
0024782231486,0,eeeeoeeeooeee
1358020911959,0,oooeeeeoooooo
1558244622999,0,oooeeeeeeeooo
3324281182919,0,ooeeeeooeeooo
0067014333312,0,eeeoeoeoooooe
0195444851485,0,eoooeeeeooeeo
0485647902327,0,eeeoeeooeeoeo
0182143713070,0,eoeeoeooooeoe
0268212451558,0,eeeeeoeeooooe
3150547611314,0,oooeoeoeooooe
0292051631415,0,eeoeeooeooeoo
0622452373,0,eeeeeoeooo
0355971842091,0,eooooooeeeeoo
0351031270,0,eoooeooeoe
2722439802327,0,eoeeeooeeeoeo
3365864691558,0,ooeoeeeeooooe
0892266591485,0,eeoeeeeoooeeo
0447311291314,0,eeeooooeooooe
3324139564310,0,ooeeooooeeooe
0207527753070,0,eeeooeooooeoe
1561159993980,0,ooeooooooooee
0212139801507,0,eeoeoooeeooeo
5332242882598,0,oooeeeeeeeooe
3376357744051,0,oooeooooeeeoo
0529636821821,0,eoeoeoeeeoeeo
0133217311415,0,eoooeoooooeoo
1008647611120,0,oeeeeeoeoooee
0148520371486,0,eoeeoeeoooeee
2780263903901,0,eoeeeeooeooeo
0485631322078,0,eeeoeoooeeeoe
3096841983,0,oeoeeeooeo
0027763324486,0,eeeooeooeeeee
1111343103901,0,oooooeooeooeo
2296631415,0,eeoeeooeoo
2670306991065,0,eeoeoeeoooeeo
3324282513,0,ooeeeeeooo
0368236451157,0,eoeeeoeeooooo
3512135532481,0,oooeoooooeeeo
0577444273365,0,eoooeeeeoooeo
3096833882718,0,oeoeeooeeeooe
0983132701270,0,eoeoooeoeoeoe
3720135803388,0,ooeeoooeeooee
0277539013901,0,eeoooooeoooeo
2811821543132,0,eeooeeooeoooe
1080452373132,0,oeeeeoeoooooe
0452136262857,0,eeoeooeeeeeoo
2183243091495,0,eoeoeeoeooeoo
2428836952670,0,eeeeeoeooeeoe
2281748691495,0,eeeooeeeooeoo
4628364696659,0,eeeeoeeeoeeoo
2183225981828,0,eoeoeeooeoeee
2078235943312,0,eeoeeoooeoooe
0420533651828,0,eeeeoooeooeee
0452171182919,0,eeoeooooeeooo
0430444272091,0,eeoeeeeeoeeoo
2580045214521,0,eoeeeeoeoeoeo
0162821542718,0,eoeeeeooeeooe
3606820781238,0,oeeeeeeoeoeoe
0162822311157,0,eoeeeeeoooooo
2414102563365,0,eeoeoeeoeooeo
2670100862327,0,eeoeoeeeeeoeo
0646942052713,0,eeeeoeeeoeooo
0205057052075,0,eeeoeooeoeeoo
0389664692598,0,eoeoeeeeoeooe
0442731043104,0,eeeeoooeeooee
1104732703270,0,ooeeooeoeoeoe
2791309682078,0,eooooeoeeeeoe
0292811202998,0,eeoeeooeeeooe
2091161172919,0,eeoooeoooeooo
0938826701157,0,eooeeeeoeoooo
0338880551507,0,eooeeeeooooeo
1466933882780,0,oeeeoooeeeoee
2414110471495,0,eeoeooeeooeoo
0031341730940,0,eeoooeoooeoee
2857258001238,0,eeooeoeeeoeoe
0223113682998,0,eeeooooeeeooe
1611727802999,0,oeoooeoeeeooo
1080443101157,0,oeeeeeooeoooo
1120351213682,0,ooeeoooeooeee
0529627182999,0,eoeoeeooeeooo
0544935533132,0,eoeeooooooooe
0212157055066,0,eeoeoooeooeee
2816157754051,0,eeoeoooooeeoo
0223191021959,0,eeeooooeeoooo
1764522312327,0,ooeeoeeooeoeo
4521309683901,0,eoeooeoeeooeo
4790360683,0,eooeoeeeeo
0195480552919,0,eoooeeeooeooo
2154272245066,0,eooeeoeeeoeee
0484524252780,0,eeeeoeeeoeoee
3553132391270,0,ooooooeoooeoe
0938835531983,0,eooeeooooooeo
0142917953,0,eoeeoooooo
0405163701821,0,eeeooeooeoeeo
0434944271731,0,eeoeoeeeooooo
0279152541157,0,eeooooeoeoooo
0272242780940,0,eeoeeeeoeeoee
3150517953559,0,oooeooooooooo
0033884427486,0,eeooeeeeeoeee
1007033884310,0,oeeoeooeeeooe
0902553333,0,eoeeoooooo
0212128163132,0,eeoeoeeoeoooe
2037164694524,0,eeoooeeeoeoee
2296622313559,0,eeoeeeeoooooo
1111353331270,0,ooooooooooeoe
0313489672682,0,eoooeeoeoeeee
0431080553023,0,eeooeeeoooeeo
2780494003023,0,eoeeeoeeeoeeo
1561124253134,0,ooeooeeeooooe
0372089673720,0,eooeeeoeoooee
0279127751959,0,eeoooeooooooo
0711861694309,0,eoooeeoeoeoeo
4869306991485,0,eeeooeeoooeeo
1474827801157,0,oeoeeeoeeoooo
2231108041270,0,eeoooeeeeoeoe
0259890251238,0,eeooeoeeooeoe
4349124382078,0,eoeooeeoeeeoe
0215415022920,0,eeooeooeeeoee
1008617311507,0,oeeeeooooooeo
0448537201415,0,eeeeoooeeoeoo
0902537203559,0,eoeeoooeeoooo
4869156111507,0,eeeoooeooooeo
4790156111065,0,eooeooeoooeeo
1561127181238,0,ooeooeooeoeoe
0215413681899,0,eeooeooeeoeoo
0125064521940,0,eoeoeeeoeooee
0405114292091,0,eeeoooeeoeeoo
3096833881954,0,oeoeeooeeoooe
1872136954309,0,oeoeooeooeoeo
0142933885237,0,eoeeoooeeoeoo
0369513393980,0,eoeooooooooee
1473817953070,0,oeooeoooooeoe
0570513682999,0,eooeoooeeeooo
0430413683901,0,eeoeeooeeooeo
3324181952091,0,ooeeoeoooeeoo
2791282512075,0,eoooeeeooeeoo
1819545241157,0,oeoooeoeeoooo
0123812352998,0,eoeoeoeooeooe
0448566593901,0,eeeeoeeooooeo
3512147223104,0,oooeoeoeeooee
0223162241415,0,eeeooeeeeoeoo
0599949052154,0,eooooeoeoeooe
0272242481486,0,eeoeeeeeeoeee
0452171842548,0,eeoeoooeeeoee
0313391485,0,eooooooeeo
0430481781507,0,eeoeeeooeooeo
0490529312713,0,eeoeoeoooeooo
2718242882327,0,eooeeeeeeeoeo
2368435531954,0,eoeeeoooooooe
1561124251959,0,ooeooeeeooooo
0910243041983,0,eooeeeoeeooeo
0162824254349,0,eoeeeeeeoeoeo
0805528572713,0,eeeooeeooeooo
0910233241314,0,eooeeooeeoooe
0479064822481,0,eeooeeeeeeeeo
1235259991238,0,oeooeoooooeoe
0142933652682,0,eoeeoooeoeeee
0182870021415,0,eoeeeoeeeoeoo
0364533651983,0,eoeeoooeoooeo
5999135803720,0,oooooooeeooee
3775857743324,0,ooooeoooeooee
3720360682931,0,ooeeoeeeeeooo
