input_str,label,modified_str
1007029201120,1,oeeoeeoeeooee
1358029982481,1,oooeeeooeeeeo
1872139805237,1,oeoeoooeeoeoo
3096815582682,1,oeoeeoooeeeee
1323915584521,1,ooeoooooeeoeo
0150736621120,1,eooeooeeeooee
3104129214790,1,ooeeoeoeoeooe
0278077944304,1,eeoeeoooeeoee
0902526704869,1,eoeeoeeoeeeeo
3023360681065,1,oeeooeeeeoeeo
0299644853720,1,eeooeeeeoooee
0676135102414,1,eeoeooooeeeoe
3070181952780,1,oeoeoeoooeoee
1912219594304,1,oooeeooooeoee
1920725982869,1,ooeeoeooeeeeo
0136835104051,1,eooeeoooeeeoo
3901181955333,1,ooeooeooooooo
2481462831899,1,eeeoeeeeooeoo
0277511292414,1,eeoooooeoeeoe
0136814954790,1,eooeeoeooeooe
1266019832078,1,oeeeeooeoeeoe
0490524145774,1,eeoeoeeoeoooe
3682147482425,1,oeeeoeoeeeeeo
0299836266469,1,eeooeoeeeeeeo
0267024781899,1,eeeoeeeoeoeoo
0115712451954,1,eoooooeeooooe
1191810654761,1,ooooeoeeoeoeo
2811848693695,1,eeooeeeeooeoo
2548377585066,1,eoeeooooeoeee
0123530233,1,eoeoooeeoo
0470022598,1,eeoeeeeooe
1250629982791,1,oeoeeeooeeooo
0277625481120,1,eeooeeoeeooee
1270132393132,1,oeoeooeoooooe
0281652542791,1,eeeoeoeoeeooo
3559129214309,1,oooooeoeoeoeo
3070272242091,1,oeoeeoeeeeeoo
3901196612154,1,ooeoooeeoeooe
0299885624349,1,eeooeeoeeeoeo
1068120755066,1,oeeeoeeoooeee
2780147382414,1,eoeeoeooeeeoe
0209112354309,1,eeeoooeooeoeo
0711839804790,1,eoooeooeeeooe
1495229662548,1,oeooeeoeeeoee
0442729311065,1,eeeeoeooooeeo
2428811202791,1,eeeeeooeeeooo
0452413324521,1,eeoeeoooeeoeo
2327281182920,1,eoeoeeooeeoee
0020784304,1,eeeeoeeoee
1473833123559,1,oeooeoooeoooo
0143336262548,1,eoeoooeeeeoee
2368411292231,1,eoeeeooeoeeoo
2091341413365,1,eeoooeoeoooeo
1120494005333,1,ooeeeoeeeoooo
2825129995999,1,eeeooeooooooo
2481147481120,1,eeeooeoeeooee
1966112705999,1,ooeeooeoeoooo
0143351032869,1,eoeooooeoeeeo
1561129985333,1,ooeooeooeoooo
3980100863324,1,ooeeoeeeeooee
0364520784761,1,eoeeoeeoeeoeo
0910211292670,1,eooeeooeoeeoe
1474811572791,1,oeoeeooooeooo
0150752543270,1,eooeooeoeoeoe
0014156701120,1,eeoeooeoeooee
0779435103104,1,eoooeoooeooee
2670106815237,1,eeoeoeeeooeoo
5705246714521,1,ooeoeeeooeoeo
3134191223324,1,oooeoooeeooee
0026826705066,1,eeeeeeeoeoeee
3132132393682,1,oooeooeoooeee
2296630703980,1,eeoeeoeoeooee
1415218321314,1,oeooeoeoeoooe
1111331321120,1,ooooooooeooee
0112936261238,1,eooeooeeeoeoe
0506652963388,1,eoeeeoeoeooee
0462839401065,1,eeeeeooeeoeeo
2811830232931,1,eeooeoeeoeooo
0291913391899,1,eeooooooooeoo
2999139561433,1,eoooooooeoeoo
0271327764051,1,eeoooeooeeeoo
0143333493,1,eoeooooeoo
1250640513553,1,oeoeeeeoooooo
0313244273559,1,eoooeeeeooooo
0209119234349,1,eeeooooeoeoeo
0155813682670,1,eoooeooeeeeoe
1561120781821,1,ooeooeeoeoeeo
0292818284761,1,eeoeeoeeeeoeo
0852630705333,1,eeoeeoeoeoooo
0940176451415,1,eoeeooeeooeoo
3365811571795,1,ooeoeoooooooo
0115777943553,1,eoooooooeoooo
2713111131495,1,eoooooooooeoo
3150529983559,1,oooeoeooeoooo
1433228173695,1,oeooeeeoooeoo
4282512996,1,eeeeooeooe
5333454363388,1,ooooeoeoeooee
1129196612920,1,ooeoooeeoeoee
0136819832857,1,eooeeooeoeeoo
1415165105333,1,oeoooeooeoooo
1731146693134,1,oooooeeeooooe
3775830702548,1,ooooeoeoeeoee
0368229283980,1,eoeeeeoeeooee
1473812702682,1,oeooeoeoeeeee
0313280556659,1,eoooeeeooeeoo
1433157755332,1,oeooooooooooe
1270191224349,1,oeoeoooeeeoeo
0141041120,1,eoeoeeooee
1008625482816,1,oeeeeeoeeeeoe
4628331345999,1,eeeeooooeoooo
0299943715066,1,eeoooeooooeee
0062244862857,1,eeeeeeeeeeeoo
2722414851795,1,eoeeeoeeooooo
2825112704051,1,eeeoooeoeeeoo
0112998314349,1,eooeooeooeoeo
0268229285999,1,eeeeeeoeeoooo
0430454495774,1,eeoeeoeeooooe
0141589672670,1,eoeooeoeoeeoe
1558135804790,1,oooeoooeeeooe
3365811203134,1,ooeoeooeeoooe
3365811293553,1,ooeoeooeooooo
0852631321899,1,eeoeeoooeoeoo
2428819592816,1,eeeeeooooeeoe
0148529282327,1,eoeeoeoeeeoeo
1080432703720,1,oeeeeoeoeooee
0207813682920,1,eeeoeooeeeoee
3365814154,1,ooeoeoeooe
0019239404051,1,eeooeooeeeeoo
2713111135332,1,eoooooooooooe
1651047614521,1,oeooeeoeoeoeo
1983360682718,1,ooeooeeeeeooe
1415351215237,1,oeoooooeooeoo
0676129191821,1,eeoeoeooooeeo
0112033573270,1,eooeeoooooeoe
0438129312682,1,eeoeoeoooeeee
0314301821,1,eooeoeoeeo
2580015074304,1,eoeeeooeoeoee
0856219545705,1,eeoeeoooeooeo
1065161173365,1,oeeooeoooooeo
2718377581821,1,eooeooooeoeeo
0389611291983,1,eoeoeooeoooeo
0332413396469,1,eooeeooooeeeo
0983125482857,1,eoeooeoeeeeoo
1983129213510,1,ooeooeoeooooe
0292830231433,1,eeoeeoeeooeoo
3069929313104,1,oeeooeoooooee
0313213682425,1,eoooeooeeeeeo
2467129981495,1,eeeooeooeoeoo
0431024782154,1,eeooeeeoeeooe
0271348452682,1,eeoooeeeoeeee
0133910653132,1,eoooooeeooooe
2075146691959,1,eeoooeeeooooo
2718235942857,1,eooeeoooeeeoo
0014309402154,1,eeoeoeoeeeooe
1025631323980,1,oeeoeoooeooee
0648230703720,1,eeeeeoeoeooee
0195451032598,1,eoooeooeoeooe
1179629992791,1,ooooeeoooeooo
1238119182075,1,oeoeooooeeeoo
3023360685066,1,oeeooeeeeoeee
0081784861828,1,eeeooeeeeoeee
1611719544761,1,oeooooooeeoeo
1415163523901,1,oeoooeooeooeo
2425156115705,1,eeeoooeooooeo
2931494003,1,eoooeoeeeo
2359453333695,1,eoooeoooooeoo
0155870025237,1,eoooeoeeeoeoo
0277618284310,1,eeooeoeeeeooe
0430451035705,1,eeoeeooeoooeo
1157309684310,1,oooooeoeeeooe
2920272245999,1,eoeeeoeeeoooo
0133917956659,1,eooooooooeeoo
1561119835999,1,ooeooooeooooo
0856226824524,1,eeoeeeeeeeoee
3070462831821,1,oeoeeeeeooeeo
3376318212414,1,oooeooeeoeeoe
0940336582327,1,eoeeooeoeeoeo
4628329991120,1,eeeeoeoooooee
0420511205237,1,eeeeoooeeoeoo
1292117313104,1,oeoeoooooooee
1983106815774,1,ooeooeeeooooe
0293164825332,1,eeoooeeeeoooe
0516314954349,1,eooeooeooeoeo
0856233123,1,eeoeeoooeo
1065192071507,1,oeeoooeeoooeo
0506681783324,1,eoeeeeooeooee
1983157754524,1,ooeooooooeoee
2075263902670,1,eeooeeooeeeoe
0510314853901,1,eooeooeeoooeo
0637014332598,1,eeooeoeooeooe
2467119543901,1,eeeoooooeooeo
2780100863104,1,eoeeoeeeeooee
0277615583553,1,eeooeoooeoooo
3150519832327,1,oooeoooeoeoeo
1266025984521,1,oeeeeeooeeoeo
0141564821270,1,eoeooeeeeoeoe
0622439012414,1,eeeeeooeoeeoe
0271385264524,1,eeoooeoeeeoee
1635233245999,1,oeooeooeeoooo
2281714953365,1,eeeoooeooooeo
2481117961270,1,eeeoooooeoeoe
1466911293134,1,oeeeoooeooooe
2281711296659,1,eeeooooeoeeoo
2359414332857,1,eoooeoeooeeoo
0195489224524,1,eoooeeoeeeoee
0133233124349,1,eoooeoooeeoeo
2816132393104,1,eeoeooeooooee
3023146692414,1,oeeooeeeoeeoe
2998117961795,1,eooeooooeoooo
0106516282791,1,eoeeooeeeeooo
0331213324309,1,eoooeoooeeoeo
0259851635332,1,eeooeooeooooe
0817813142414,1,eeooeoooeeeoe
2368429203720,1,eoeeeeoeeooee
0355916282154,1,eoooooeeeeooe
2281725983134,1,eeeooeooeoooe
0476127763695,1,eeoeoeooeoeoo
1395629203388,1,ooooeeoeeooee
1611730231495,1,oeooooeeooeoo
0148515025705,1,eoeeoooeeooeo
0277517312548,1,eeoooooooeoee
0437161695999,1,eeoooeoeooooo
1179633121485,1,ooooeoooeoeeo
0162820911899,1,eoeeeeeoooeoo
0143029191795,1,eoeoeeooooooo
0063704863134,1,eeeooeeeeoooe
1111330704,1,ooooooeoee
0112936454309,1,eooeooeeoeoeo
0182854492548,1,eoeeeoeeoeoee
3365833124761,1,ooeoeoooeeoeo
0182148455237,1,eoeeoeeeooeoo
1912233883720,1,oooeeooeeooee
2428853335999,1,eeeeeoooooooo
0711826823388,1,eoooeeeeeooee
0484527802920,1,eeeeoeoeeeoee
0112044273365,1,eooeeeeeoooeo
2825153332154,1,eeeooooooeooe
4940031325066,1,eoeeeoooeoeee
1577515584,1,ooooooooee
0206909401485,1,eeeeoeoeeoeeo
2359415581899,1,eoooeoooeoeoo
3150515581959,1,oooeooooeoooo
2580011575705,1,eoeeeooooooeo
1008629204869,1,oeeeeeoeeeeeo
3023263902919,1,oeeoeeooeeooo
2078132393365,1,eeoeooeooooeo
2467114854304,1,eeeoooeeoeoee
0910245066,1,eooeeeoeee
2428829993270,1,eeeeeeooooeoe
1179652371795,1,ooooeoeoooooo
2718326002670,1,eooeoeeeeeeoe
1577518992425,1,ooooooeooeeeo
3023129211828,1,oeeooeoeooeee
1157163522481,1,oooooeooeeeeo
2598272242780,1,eooeeoeeeeoee
2639027132091,1,eeooeeoooeeoo
0133225485774,1,eoooeeoeeoooe
2639033245332,1,eeooeooeeoooe
0123511202425,1,eoeooooeeeeeo
3096827183559,1,oeoeeeooeoooo
1395666595332,1,ooooeeeoooooe
0362628163324,1,eoeeeeeoeooee
1323926823559,1,ooeooeeeeoooo
1007027804051,1,oeeoeeoeeeeoo
0141033653134,1,eoeoeooeooooe
3901135804309,1,ooeooooeeeoeo
2368431323388,1,eoeeeoooeooee
1635223272831,1,oeooeeoeoeeoo
1025620912816,1,oeeoeeeooeeoe
0448543045332,1,eeeeoeoeeoooe
0327014303324,1,eoeoeoeoeooee
2075129214051,1,eeoooeoeoeeoo
2580020782718,1,eoeeeeeoeeooe
0856214955774,1,eeoeeoeoooooe
0141011202816,1,eoeoeooeeeeoe
0123827762718,1,eoeoeeooeeooe
0155819232231,1,eoooeooeoeeoo
3901146693682,1,ooeooeeeooeee
0983148693720,1,eoeooeeeoooee
0442718284304,1,eeeeooeeeeoee
0983152374761,1,eoeoooeooeoeo
4126603104,1,eoeeeeooee
1828111135705,1,oeeeoooooooeo
2999203712869,1,eoooeeoooeeeo
0302327765705,1,eoeeoeooeooeo
3312196611954,1,oooeooeeooooe
1104719542154,1,ooeeooooeeooe
0779424811828,1,eoooeeeeooeee
1828135802154,1,oeeeoooeeeooe
2919192073553,1,eoooooeeooooo
0150219593720,1,eooeeooooooee
3980206903720,1,ooeeeeeoeooee
2857147384304,1,eeoooeooeeoee
0299824782548,1,eeooeeeoeeoee
0133928573720,1,eooooeeooooee
0292839803553,1,eeoeeooeeoooo
1507181951270,1,ooeooeooooeoe
1008626702598,1,oeeeeeeoeeooe
0271843812231,1,eeooeeoeoeeoo
0271371182931,1,eeooooooeeooo
0133922314761,1,eooooeeooeoeo
1129106814310,1,ooeooeeeoeooe
0127093882791,1,eoeoeooeeeooo
0895612702670,1,eeooeoeoeeeoe
0438132702869,1,eeoeooeoeeeeo
2428828571899,1,eeeeeeeoooeoo
1731258002091,1,ooooeoeeeeeoo
0938825482154,1,eooeeeoeeeooe
2998181955332,1,eooeoeooooooe
3901147483388,1,ooeooeoeeooee
3270336583388,1,oeoeooeoeooee
1466930702718,1,oeeeooeoeeooe
0389629194304,1,eoeoeeoooeoee
0334915584309,1,eooeooooeeoeo
1635227134761,1,oeooeeoooeoeo
0389629192231,1,eoeoeeoooeeoo
1129315052091,1,ooeooooeoeeoo
0259813682920,1,eeooeooeeeoee
0523785844304,1,eoeooeoeeeoee
2713351214,1,eooooooeoe
1731111132831,1,oooooooooeeoo
0173043095066,1,eoooeeoeooeee
0127049054524,1,eoeoeeoeoeoee
3510258002816,1,oooeeoeeeeeoe
1433337632481,1,oeoooooeoeeeo
1157236844761,1,ooooeoeeeeoeo
0155844853695,1,eoooeeeeooeoo
0143015074521,1,eoeoeooeoeoeo
2670147484349,1,eeoeoeoeeeoeo
2359435536469,1,eoooeooooeeeo
0150214956469,1,eooeeoeooeeeo
0173015075066,1,eoooeooeooeee
3559176454790,1,ooooooeeoeooe
0247813141731,1,eeeoeoooeoooo
1243833121433,1,oeeoeoooeoeoo
1558187216659,1,oooeoeoeoeeoo
0029284862670,1,eeeoeeeeeeeoe
0254821213901,1,eeoeeeoeoooeo
0182836261899,1,eoeeeoeeeoeoo
1558157751983,1,oooeoooooooeo
3510102565332,1,oooeoeeoeoooe
3134181035774,1,oooeoeoeooooe
0115762241821,1,eooooeeeeoeeo
3069924812857,1,oeeooeeeoeeoo
0254814291795,1,eeoeeoeeooooo
0143352964310,1,eoeoooeoeeooe
0486326005705,1,eeeeoeeeeooeo
0150743811899,1,eooeoeoeooeoo
1433108045705,1,oeoooeeeeooeo
2231146693553,1,eeoooeeeooooo
0902527804310,1,eoeeoeoeeeooe
0938814851314,1,eooeeoeeooooe
0133229311821,1,eoooeeooooeeo
1008623272996,1,oeeeeeoeoeooe
1966135592414,1,ooeeoooooeeoe
0141022314349,1,eoeoeeeooeoeo
0173019543104,1,eoooeoooeooee
0280017312996,1,eeeeeooooeooe
0362631346469,1,eoeeeoooeeeeo
1025611571959,1,oeeoeoooooooo
0700224144761,1,eoeeeeeoeeoeo
0131444733134,1,eoooeeeoooooe
0414103134,1,eeoeoeoooe
0027135066,1,eeeooooeee
2091165103559,1,eeoooeooeoooo
0148591021415,1,eoeeoooeeoeoo
0983112381828,1,eoeoooeoeoeee
1266057055774,1,oeeeeooeooooe
0896729992996,1,eeoeoeoooeooe
0448524142996,1,eeeeoeeoeeooe
1561143093695,1,ooeooeoeooeoo
3510125066469,1,oooeoeoeeeeeo
0983112703270,1,eoeoooeoeoeoe
1025626705333,1,oeeoeeeoeoooo
3192075333,1,oooeeooooo
3695377585774,1,oeooooooeoooe
1474815585066,1,oeoeeoooeoeee
1395617312414,1,ooooeooooeeoe
2446214334761,1,eeeeeoeooeoeo
0189990253104,1,eoeoooeeoooee
0280028162425,1,eeeeeeeoeeeeo
0484529192425,1,eeeeoeoooeeeo
2154181036469,1,eooeoeoeoeeeo
0293143712078,1,eeoooeoooeeoe
0209138965066,1,eeeoooeoeoeee
0115780551065,1,eooooeeoooeeo
1561126821795,1,ooeooeeeeoooo
0940203712481,1,eoeeeeoooeeeo
0442743103365,1,eeeeoeooeooeo
0028009401314,1,eeeeeeoeeoooe
2996228173695,1,eooeeeeoooeoo
0351089565999,1,eoooeeooeoooo
0817823272154,1,eeooeeoeoeooe
1651017312857,1,oeooeooooeeoo
4349100864051,1,eoeooeeeeeeoo
0212127132481,1,eeoeoeoooeeeo
0700229983720,1,eoeeeeooeooee
0472229282425,1,eeoeeeoeeeeeo
1912217314,1,oooeeooooe
0292033493365,1,eeoeeooeoooeo
1473824816659,1,oeooeeeeoeeoo
3312119181558,1,oooeooooeoooe
1899341413695,1,oeoooeoeooeoo
0437133122078,1,eeooooooeeeoe
2075228173682,1,eeooeeeoooeee
0148536456169,1,eoeeooeeoeoeo
2816125063134,1,eeoeoeoeeoooe
0292835105774,1,eeoeeoooeoooe
0192312704309,1,eooeooeoeeoeo
2931187214304,1,eooooeoeoeoee
0335720912231,1,eooooeeooeeoo
1065111132670,1,oeeooooooeeoe
0124525482414,1,eoeeoeoeeeeoe
4628336822996,1,eeeeooeeeeooe
0442729192816,1,eeeeoeoooeeoe
0285713685066,1,eeeooooeeoeee
1983246713682,1,ooeoeeeoooeee
2598147482154,1,eooeoeoeeeooe
0291990255333,1,eeooooeeooooo
0150777942548,1,eooeooooeeoee
0711832703134,1,eoooeoeoeoooe
5237336585999,1,oeooooeoeoooo
0299913324,1,eeooooooee
0232719236659,1,eeoeoooeoeeoo
0094004761,1,eeoeeeeoeo
3270192075774,1,oeoeooeeooooe
3260013143695,1,oeeeeoooeoeoo
0447340514524,1,eeeooeeooeoee
0115713391270,1,eoooooooooeoe
0272244863510,1,eeoeeeeeeoooe
2811831323,1,eeooeoooeo
3559192071795,1,ooooooeeooooo
0805536822780,1,eeeoooeeeeoee
1068114152920,1,oeeeooeooeoee
3365218321899,1,ooeoeoeoeoeoo
1962223273720,1,ooeeeeoeoooee
0195451031899,1,eoooeooeooeoo
0173029984521,1,eoooeeooeeoeo
2996309684790,1,eooeoeoeeeooe
4543614151129,1,eoeoeoeooooeo
1129196611959,1,ooeoooeeooooo
2780157756469,1,eoeeoooooeeeo
1157258001129,1,ooooeoeeeooeo
0302370021238,1,eoeeooeeeoeoe
0938819542780,1,eooeeoooeeoee
4940014334524,1,eoeeeoeooeoee
2078176454310,1,eeoeooeeoeooe
0115721212780,1,eooooeoeoeoee
2580012385705,1,eoeeeoeoeooeo
1314263902598,1,oooeeeooeeooe
0207536266659,1,eeeoooeeeeeoo
0247827912425,1,eeeoeeoooeeeo
1764513145237,1,ooeeooooeoeoo
3312161172996,1,oooeoeoooeooe
4191222869,1,eoooeeeeeo
0312452996,1,eooeeoeooe
0278043715333,1,eeoeeeooooooo
0281690253720,1,eeeoeoeeoooee
4543629311129,1,eoeoeeoooooeo
0030236703104,1,eeoeeoeoeooee
1250631042425,1,oeoeeooeeeeeo
3414126825774,1,oeoeoeeeeoooe
2154337634869,1,eooeoooeoeeeo
0299848451828,1,eeooeeeeooeee
1635214852996,1,oeooeoeeoeooe
3069920913553,1,oeeooeeoooooo
1323933122816,1,ooeoooooeeeoe
0123547904524,1,eoeooeooeeoee
2037114951120,1,eeooooeooooee
0115714296659,1,eoooooeeoeeoo
1314462836659,1,oooeeeeeoeeoo
2078351214524,1,eeoeoooeoeoee
3376314152996,1,oooeooeooeooe
0271338961120,1,eeooooeoeooee
0430980553388,1,eeoeoeeooooee
0334913143,1,eooeooooeo
1120258004349,1,ooeeeoeeeeoeo
0048615021485,1,eeeeeooeeoeeo
0523727755332,1,eoeooeooooooe
3365819544310,1,ooeoeoooeeooe
3388110474304,1,ooeeooeeoeoee
0327027753695,1,eoeoeeooooeoo
0115705333,1,eooooeoooo
0271328003695,1,eeoooeeeeoeoo
1821165105332,1,oeeooeooeoooe
1111313142078,1,ooooooooeeeoe
0024789405237,1,eeeeoeoeeoeoo
4051147383388,1,eeoooeooeooee
0516317313388,1,eooeoooooooee
0277524812816,1,eeoooeeeoeeoe
0141513323510,1,eoeoooooeoooe
0106520502857,1,eoeeoeeoeeeoo
4940010651983,1,eoeeeoeeoooeo
2281727184524,1,eeeooeooeeoee
3104244625774,1,ooeeeeeeeoooe
0150229191485,1,eooeeeooooeeo
0162831322996,1,eoeeeoooeeooe
0983133243720,1,eoeooooeeooee
1157161175066,1,oooooeooooeee
1104710654310,1,ooeeooeeoeooe
0479062243324,1,eeooeeeeeooee
2296642718,1,eeoeeeeooe
0195914301821,1,eoooooeoeoeeo
0192343495332,1,eooeoeoeooooe
0254814294310,1,eeoeeoeeoeooe
1983242883553,1,ooeoeeeeeoooo
0331221211959,1,eoooeeoeooooo
1920711293324,1,ooeeoooeoooee
3559176452425,1,ooooooeeoeeeo
0124520754869,1,eoeeoeeooeeeo
1008626822548,1,oeeeeeeeeeoee
0700215582154,1,eoeeeoooeeooe
0015024861065,1,eeooeeeeeoeeo
2998235941507,1,eooeeoooeooeo
0207589221821,1,eeeooeoeeoeeo
1651011204790,1,oeooeooeeeooe
0281638962154,1,eeeoeoeoeeooe
1959157752996,1,oooooooooeooe
2825125482598,1,eeeooeoeeeooe
2481123522598,1,eeeooeooeeooe
0291912454521,1,eeooooeeoeoeo
0442724146469,1,eeeeoeeoeeeeo
0165104863682,1,eoeooeeeeoeee
4181032857,1,eoeoeoeeoo
3553306995774,1,oooooeeoooooe
0405144272414,1,eeeooeeeoeeoe
0149552963559,1,eoeoooeoeoooo
0292013684051,1,eeoeeooeeeeoo
0892212702091,1,eeoeeoeoeeeoo
3263903980,1,oeeooeooee
0335719541270,1,eoooooooeoeoe
2998123525705,1,eooeoeooeooeo
0292830704761,1,eeoeeoeoeeoeo
0148571842075,1,eoeeoooeeeeoo
1008619595999,1,oeeeeoooooooo
1129396303365,1,ooeoooeoeooeo
0307029284349,1,eoeoeeoeeeoeo
